Customer_ID,Order_ID,Order_Date,Product_Category,Product_Sub_Category,Quantity,Price,Discount,Customer_Location,Revenue,Revenue_calc,order_year,order_month,order_month_name,order_day_of_week,gross_sales,discount_amount,net_sales,customer_segment_x,customer_segment_y
CUST_010735,ORD_00101497,2023-06-07,Home & Garden,Gardening Tools,1,694.93,0.0,TX,694.93,694.93,2023,6,June,Wednesday,694.93,0.0,694.93,Standard,Standard
CUST_012047,ORD_00104709,2023-06-07,Home & Garden,Kitchen Appliances,2,423.62,0.16,WA,711.6816,711.6816,2023,6,June,Wednesday,847.24,135.5584,711.6816,Standard,Standard
CUST_012127,ORD_00104166,2023-06-08,Books,Magazines,4,30.45,0.0,MN,121.8,121.8,2023,6,June,Thursday,121.8,0.0,121.8,Standard,Standard
CUST_012416,ORD_00102384,2023-06-08,Beauty,Beauty Tools,3,58.38,0.0,WI,175.14,175.14,2023,6,June,Thursday,175.14000000000001,0.0,175.14,High-Value,High_Value
CUST_014683,ORD_00100969,2023-06-08,Electronics,Smartphones,2,200.26,0.0,PA,400.52,400.52,2023,6,June,Thursday,400.52,0.0,400.52,High-Value,High_Value
CUST_011985,ORD_00103085,2023-06-08,Beauty,Skincare,1,97.62,0.0,WA,97.62,97.62,2023,6,June,Thursday,97.62,0.0,97.62,Standard,Standard
CUST_013875,ORD_00103146,2023-06-08,Books,Magazines,6,24.63,0.0,LA,147.78,147.78,2023,6,June,Thursday,147.78,0.0,147.78,Standard,Standard
CUST_010577,ORD_00102663,2023-06-09,Sports,Cycling,1,98.4,0.49,CO,50.184000000000005,50.184000000000005,2023,6,June,Friday,98.4,48.216,50.184000000000005,High-Value,High_Value
CUST_013240,ORD_00101837,2023-06-09,Books,Non-Fiction,2,22.61,0.12,PA,39.7936,39.7936,2023,6,June,Friday,45.22,5.426399999999999,39.7936,Standard,Standard
CUST_010625,ORD_00102965,2023-06-09,Electronics,Smartphones,1,695.28,0.27,LA,507.5544,507.5544,2023,6,June,Friday,695.28,187.72560000000001,507.5544,Standard,Standard
CUST_013551,ORD_00101659,2023-06-09,Books,Fiction,4,48.19,0.11,FL,171.5564,171.5564,2023,6,June,Friday,192.76,21.203599999999998,171.5564,Standard,Standard
CUST_010491,ORD_00104845,2023-06-09,Clothing,Womens Dresses,7,140.02,0.0,NY,980.14,980.14,2023,6,June,Friday,980.1400000000001,0.0,980.14,Standard,Standard
CUST_014616,ORD_00102633,2023-06-09,Beauty,Fragrances,1,75.72,0.0,KY,75.72,75.72,2023,6,June,Friday,75.72,0.0,75.72,Standard,Standard
CUST_013089,ORD_00103582,2023-06-10,Home & Garden,Home Decor,3,60.53,0.0,IL,181.59,181.59,2023,6,June,Saturday,181.59,0.0,181.59,High-Value,High_Value
CUST_011410,ORD_00103041,2023-06-10,Clothing,Sportswear,1,88.59,0.0,IL,88.59,88.59,2023,6,June,Saturday,88.59,0.0,88.59,Standard,Standard
CUST_013194,ORD_00103090,2023-06-10,Home & Garden,Home Decor,2,183.89,0.18,TX,301.5796,301.5796,2023,6,June,Saturday,367.78,66.20039999999999,301.5796,Standard,Standard
CUST_010671,ORD_00104711,2023-06-10,Beauty,Fragrances,2,66.23,0.15,AZ,112.591,112.591,2023,6,June,Saturday,132.46,19.869,112.591,Standard,Standard
CUST_014870,ORD_00102244,2023-06-10,Electronics,Tablets,3,1149.59,0.0,CT,3448.7699999999995,3448.7699999999995,2023,6,June,Saturday,3448.7699999999995,0.0,3448.7699999999995,High-Value,High_Value
CUST_014351,ORD_00100050,2023-06-11,Electronics,Smart Watches,1,1291.0,0.0,IL,1291.0,1291.0,2023,6,June,Sunday,1291.0,0.0,1291.0,High-Value,High_Value
CUST_010741,ORD_00100594,2023-06-11,Beauty,Hair Care,1,109.14,0.15,TX,92.769,92.769,2023,6,June,Sunday,109.14,16.371,92.769,Standard,Standard
CUST_013196,ORD_00104703,2023-06-11,Home & Garden,Kitchen Appliances,1,437.14,0.13,WI,380.3118,380.3118,2023,6,June,Sunday,437.14,56.8282,380.3118,Standard,Standard
CUST_013082,ORD_00101179,2023-06-11,Electronics,Headphones,2,327.17,0.0,CA,654.34,654.34,2023,6,June,Sunday,654.34,0.0,654.34,Standard,Standard
CUST_010491,ORD_00100346,2023-06-11,Books,Children Books,2,20.61,0.0,OH,41.22,41.22,2023,6,June,Sunday,41.22,0.0,41.22,Standard,Standard
CUST_013399,ORD_00102466,2023-06-11,Books,Non-Fiction,7,31.13,0.0,IN,217.91,217.91,2023,6,June,Sunday,217.91,0.0,217.91,Standard,Standard
CUST_010003,ORD_00100862,2023-06-11,Electronics,Tablets,3,171.47,0.1,WA,462.969,462.969,2023,6,June,Sunday,514.41,51.441,462.969,Standard,Standard
CUST_014774,ORD_00104659,2023-06-11,Beauty,Makeup,2,111.55,0.0,MA,223.1,223.1,2023,6,June,Sunday,223.1,0.0,223.1,High-Value,High_Value
CUST_011759,ORD_00104693,2023-06-12,Clothing,Sportswear,5,90.8,0.0,NJ,454.0,454.0,2023,6,June,Monday,454.0,0.0,454.0,Standard,Standard
CUST_010065,ORD_00102293,2023-06-12,Books,Children Books,1,14.8,0.0,CO,14.8,14.8,2023,6,June,Monday,14.8,0.0,14.8,High-Value,High_Value
CUST_013357,ORD_00102642,2023-06-12,Sports,Winter Sports,2,362.09,0.0,SC,724.18,724.18,2023,6,June,Monday,724.18,0.0,724.18,Standard,Standard
CUST_010375,ORD_00103730,2023-06-12,Electronics,Smart Watches,2,766.19,0.0,OR,1532.38,1532.38,2023,6,June,Monday,1532.38,0.0,1532.38,Standard,Standard
CUST_010519,ORD_00103045,2023-06-12,Books,Children Books,2,48.34,0.0,VA,96.68,96.68,2023,6,June,Monday,96.68,0.0,96.68,High-Value,High_Value
CUST_010231,ORD_00103987,2023-06-12,Sports,Winter Sports,2,98.03,0.0,LA,196.06,196.06,2023,6,June,Monday,196.06,0.0,196.06,Standard,Standard
CUST_013443,ORD_00104575,2023-06-12,Clothing,Sportswear,2,156.69,0.08,CT,288.3096,288.3096,2023,6,June,Monday,313.38,25.0704,288.3096,Standard,Standard
CUST_014654,ORD_00102745,2023-06-13,Electronics,Smartphones,1,1516.01,0.0,CO,1516.01,1516.01,2023,6,June,Tuesday,1516.01,0.0,1516.01,High-Value,High_Value
CUST_013722,ORD_00104347,2023-06-13,Books,Non-Fiction,2,39.5,0.0,WI,79.0,79.0,2023,6,June,Tuesday,79.0,0.0,79.0,Standard,Standard
CUST_012034,ORD_00100351,2023-06-13,Home & Garden,Bedding,1,124.84,0.08,IL,114.8528,114.8528,2023,6,June,Tuesday,124.84,9.9872,114.8528,Standard,Standard
CUST_010054,ORD_00100005,2023-06-13,Beauty,Fragrances,1,145.79,0.0,PA,145.79,145.79,2023,6,June,Tuesday,145.79,0.0,145.79,High-Value,High_Value
CUST_013694,ORD_00101959,2023-06-14,Clothing,Jeans,3,244.55,0.0,IL,733.6500000000001,733.6500000000001,2023,6,June,Wednesday,733.6500000000001,0.0,733.6500000000001,Standard,Standard
CUST_010391,ORD_00103173,2023-06-14,Sports,Cycling,1,490.5,0.27,LA,358.065,358.065,2023,6,June,Wednesday,490.5,132.435,358.065,Standard,Standard
CUST_010427,ORD_00100855,2023-06-14,Books,Magazines,1,11.19,0.0,FL,11.19,11.19,2023,6,June,Wednesday,11.19,0.0,11.19,Standard,Standard
CUST_013076,ORD_00100636,2023-06-14,Beauty,Skincare,3,15.55,0.0,CT,46.650000000000006,46.650000000000006,2023,6,June,Wednesday,46.650000000000006,0.0,46.650000000000006,Standard,Standard
CUST_010256,ORD_00102149,2023-06-14,Home & Garden,Furniture,2,484.63,0.0,PA,969.26,969.26,2023,6,June,Wednesday,969.26,0.0,969.26,Standard,Standard
CUST_012886,ORD_00101283,2023-06-14,Sports,Cycling,1,158.48,0.0,IN,158.48,158.48,2023,6,June,Wednesday,158.48,0.0,158.48,Standard,Standard
CUST_010688,ORD_00100291,2023-06-14,Home & Garden,Gardening Tools,2,276.43,0.29,AZ,392.5306,392.5306,2023,6,June,Wednesday,552.86,160.3294,392.5306,Standard,Standard
CUST_010240,ORD_00101703,2023-06-14,Home & Garden,Gardening Tools,4,798.15,0.08,NC,2937.192,2937.192,2023,6,June,Wednesday,3192.6,255.408,2937.192,High-Value,High_Value
CUST_010857,ORD_00100161,2023-06-14,Home & Garden,Gardening Tools,3,238.35,0.0,MI,715.05,715.05,2023,6,June,Wednesday,715.05,0.0,715.05,Standard,Standard
CUST_011949,ORD_00102483,2023-06-15,Books,Educational,7,45.19,0.0,TN,316.33,316.33,2023,6,June,Thursday,316.33,0.0,316.33,Standard,Standard
CUST_012422,ORD_00101900,2023-06-15,Electronics,Tablets,1,1879.72,0.0,VA,1879.72,1879.72,2023,6,June,Thursday,1879.72,0.0,1879.72,High-Value,High_Value
CUST_010108,ORD_00104637,2023-06-15,Clothing,Mens Shirts,3,110.81,0.0,NY,332.43,332.43,2023,6,June,Thursday,332.43,0.0,332.43,High-Value,High_Value
CUST_012146,ORD_00100065,2023-06-15,Beauty,Fragrances,2,41.1,0.0,AZ,82.2,82.2,2023,6,June,Thursday,82.2,0.0,82.2,Standard,Standard
CUST_011258,ORD_00101235,2023-06-15,Clothing,Mens Shirts,1,289.75,0.0,NJ,289.75,289.75,2023,6,June,Thursday,289.75,0.0,289.75,Standard,Standard
CUST_013104,ORD_00103944,2023-06-16,Sports,Water Sports,1,215.07,0.0,FL,215.07,215.07,2023,6,June,Friday,215.07,0.0,215.07,Standard,Standard
CUST_012989,ORD_00100011,2023-06-16,Home & Garden,Home Decor,1,305.76,0.0,NC,305.76,305.76,2023,6,June,Friday,305.76,0.0,305.76,Standard,Standard
CUST_011230,ORD_00101034,2023-06-16,Clothing,Womens Dresses,1,109.11,0.06,MI,102.5634,102.5634,2023,6,June,Friday,109.11,6.5466,102.5634,High-Value,High_Value
CUST_012127,ORD_00101263,2023-06-16,Sports,Fitness Equipment,1,479.79,0.0,MA,479.79,479.79,2023,6,June,Friday,479.79,0.0,479.79,Standard,Standard
CUST_011706,ORD_00101401,2023-06-16,Books,Children Books,6,57.93,0.0,LA,347.58,347.58,2023,6,June,Friday,347.58,0.0,347.58,High-Value,High_Value
CUST_011389,ORD_00104265,2023-06-16,Clothing,Jeans,5,20.14,0.0,MD,100.7,100.7,2023,6,June,Friday,100.7,0.0,100.7,Standard,Standard
CUST_012709,ORD_00100393,2023-06-16,Beauty,Fragrances,2,66.12,0.0,SC,132.24,132.24,2023,6,June,Friday,132.24,0.0,132.24,Standard,Standard
CUST_013906,ORD_00103612,2023-06-16,Electronics,Smartphones,5,1945.5,0.0,OH,9727.5,9727.5,2023,6,June,Friday,9727.5,0.0,9727.5,High-Value,High_Value
CUST_011866,ORD_00102672,2023-06-16,Books,Magazines,7,35.95,0.09,AZ,229.00150000000005,229.00150000000005,2023,6,June,Friday,251.65000000000003,22.648500000000002,229.00150000000005,Standard,Standard
CUST_011246,ORD_00102641,2023-06-17,Books,Fiction,1,54.34,0.0,WI,54.34,54.34,2023,6,June,Saturday,54.34,0.0,54.34,Standard,Standard
CUST_014956,ORD_00101756,2023-06-17,Books,Non-Fiction,7,50.48,0.0,KY,353.36,353.36,2023,6,June,Saturday,353.35999999999996,0.0,353.36,Standard,Standard
CUST_012433,ORD_00101920,2023-06-18,Clothing,Jeans,2,24.31,0.37,MO,30.6306,30.6306,2023,6,June,Sunday,48.62,17.9894,30.6306,Standard,Standard
CUST_012552,ORD_00101655,2023-06-18,Beauty,Makeup,3,101.94,0.0,IL,305.82,305.82,2023,6,June,Sunday,305.82,0.0,305.82,Standard,Standard
CUST_011309,ORD_00104865,2023-06-18,Home & Garden,Bedding,1,603.57,0.0,VA,603.57,603.57,2023,6,June,Sunday,603.57,0.0,603.57,Standard,Standard
CUST_010969,ORD_00104454,2023-06-18,Electronics,Gaming Consoles,2,1973.51,0.0,CA,3947.02,3947.02,2023,6,June,Sunday,3947.02,0.0,3947.02,High-Value,High_Value
CUST_014534,ORD_00101178,2023-06-18,Books,Non-Fiction,5,11.46,0.26,NY,42.402,42.402,2023,6,June,Sunday,57.300000000000004,14.898000000000001,42.402,High-Value,High_Value
CUST_014638,ORD_00102811,2023-06-18,Clothing,Sportswear,4,231.61,0.18,VA,759.6808000000001,759.6808000000001,2023,6,June,Sunday,926.44,166.7592,759.6808000000001,High-Value,High_Value
CUST_011228,ORD_00100406,2023-06-18,Home & Garden,Bedding,1,738.26,0.0,MN,738.26,738.26,2023,6,June,Sunday,738.26,0.0,738.26,High-Value,High_Value
CUST_011109,ORD_00102241,2023-06-18,Sports,Cycling,2,295.89,0.17,AZ,491.1774,491.1774,2023,6,June,Sunday,591.78,100.60260000000001,491.1774,Standard,Standard
CUST_012164,ORD_00103368,2023-06-19,Books,Magazines,6,8.2,0.0,OH,49.2,49.2,2023,6,June,Monday,49.199999999999996,0.0,49.2,Standard,Standard
CUST_010768,ORD_00101772,2023-06-19,Sports,Fitness Equipment,4,98.59,0.0,MI,394.36,394.36,2023,6,June,Monday,394.36,0.0,394.36,Standard,Standard
CUST_014994,ORD_00102848,2023-06-19,Clothing,Womens Dresses,2,130.56,0.0,CA,261.12,261.12,2023,6,June,Monday,261.12,0.0,261.12,Standard,Standard
CUST_014852,ORD_00104954,2023-06-20,Beauty,Fragrances,1,14.26,0.0,MI,14.26,14.26,2023,6,June,Tuesday,14.26,0.0,14.26,Standard,Standard
CUST_014956,ORD_00103890,2023-06-20,Beauty,Beauty Tools,2,14.32,0.0,WA,28.64,28.64,2023,6,June,Tuesday,28.64,0.0,28.64,Standard,Standard
CUST_010569,ORD_00102019,2023-06-20,Clothing,Jeans,3,179.68,0.07,CA,501.3071999999999,501.3071999999999,2023,6,June,Tuesday,539.04,37.732800000000005,501.3071999999999,Standard,Standard
CUST_010996,ORD_00102234,2023-06-20,Clothing,Shoes,6,265.69,0.07,CT,1482.5501999999997,1482.5501999999997,2023,6,June,Tuesday,1594.1399999999999,111.5898,1482.5501999999997,High-Value,High_Value
CUST_014792,ORD_00102351,2023-06-20,Sports,Team Sports,3,307.8,0.0,AZ,923.4,923.4,2023,6,June,Tuesday,923.4000000000001,0.0,923.4,Standard,Standard
CUST_012124,ORD_00100568,2023-06-20,Home & Garden,Kitchen Appliances,4,406.21,0.18,AL,1332.3688,1332.3688,2023,6,June,Tuesday,1624.84,292.47119999999995,1332.3688,Standard,Standard
CUST_014349,ORD_00102495,2023-06-20,Home & Garden,Kitchen Appliances,7,467.38,0.0,IL,3271.66,3271.66,2023,6,June,Tuesday,3271.66,0.0,3271.66,High-Value,High_Value
CUST_010532,ORD_00101571,2023-06-21,Sports,Water Sports,2,280.71,0.15,IN,477.207,477.207,2023,6,June,Wednesday,561.42,84.213,477.207,Standard,Standard
CUST_014906,ORD_00101267,2023-06-21,Sports,Team Sports,3,421.22,0.17,MN,1048.8378,1048.8378,2023,6,June,Wednesday,1263.66,214.82220000000004,1048.8378,Standard,Standard
CUST_011286,ORD_00104465,2023-06-21,Sports,Cycling,1,133.03,0.0,NY,133.03,133.03,2023,6,June,Wednesday,133.03,0.0,133.03,Standard,Standard
CUST_011187,ORD_00100899,2023-06-21,Beauty,Hair Care,1,11.7,0.0,WI,11.7,11.7,2023,6,June,Wednesday,11.7,0.0,11.7,Standard,Standard
CUST_013022,ORD_00100116,2023-06-21,Sports,Winter Sports,2,258.95,0.43,LA,295.20300000000003,295.20300000000003,2023,6,June,Wednesday,517.9,222.69699999999997,295.20300000000003,High-Value,High_Value
CUST_013392,ORD_00100903,2023-06-21,Clothing,Mens Shirts,3,67.78,0.0,GA,203.34,203.34,2023,6,June,Wednesday,203.34,0.0,203.34,High-Value,High_Value
CUST_013202,ORD_00101625,2023-06-22,Electronics,Gaming Consoles,2,275.02,0.15,PA,467.53399999999993,467.53399999999993,2023,6,June,Thursday,550.04,82.50599999999999,467.53399999999993,Standard,Standard
CUST_013094,ORD_00102856,2023-06-22,Books,Non-Fiction,2,57.18,0.0,VA,114.36,114.36,2023,6,June,Thursday,114.36,0.0,114.36,Standard,Standard
CUST_014789,ORD_00104259,2023-06-22,Home & Garden,Home Decor,2,680.03,0.47,CO,720.8318,720.8318,2023,6,June,Thursday,1360.06,639.2281999999999,720.8318,Standard,Standard
CUST_011452,ORD_00103558,2023-06-22,Beauty,Skincare,4,19.22,0.0,WI,76.88,76.88,2023,6,June,Thursday,76.88,0.0,76.88,Standard,Standard
CUST_012365,ORD_00100518,2023-06-22,Books,Comics,1,45.69,0.16,MO,38.3796,38.3796,2023,6,June,Thursday,45.69,7.3104,38.3796,Standard,Standard
CUST_010080,ORD_00104059,2023-06-22,Electronics,Laptops,1,1083.18,0.0,AL,1083.18,1083.18,2023,6,June,Thursday,1083.18,0.0,1083.18,Standard,Standard
CUST_011480,ORD_00101391,2023-06-22,Beauty,Personal Care,8,121.04,0.13,MN,842.4384,842.4384,2023,6,June,Thursday,968.32,125.8816,842.4384,High-Value,High_Value
CUST_014303,ORD_00102471,2023-06-23,Clothing,Mens Shirts,4,118.53,0.0,CT,474.12,474.12,2023,6,June,Friday,474.12,0.0,474.12,Standard,Standard
CUST_011038,ORD_00102996,2023-06-23,Beauty,Beauty Tools,2,79.86,0.0,AZ,159.72,159.72,2023,6,June,Friday,159.72,0.0,159.72,Standard,Standard
CUST_013423,ORD_00102651,2023-06-23,Home & Garden,Home Decor,3,716.78,0.0,NC,2150.34,2150.34,2023,6,June,Friday,2150.34,0.0,2150.34,High-Value,High_Value
CUST_014269,ORD_00100475,2023-06-23,Beauty,Fragrances,2,103.11,0.0,NC,206.22,206.22,2023,6,June,Friday,206.22,0.0,206.22,Standard,Standard
CUST_010881,ORD_00104733,2023-06-23,Home & Garden,Bedding,5,729.23,0.0,WA,3646.15,3646.15,2023,6,June,Friday,3646.15,0.0,3646.15,High-Value,High_Value
CUST_012116,ORD_00102962,2023-06-23,Beauty,Hair Care,1,110.46,0.0,AZ,110.46,110.46,2023,6,June,Friday,110.46,0.0,110.46,Standard,Standard
CUST_012498,ORD_00100987,2023-06-23,Home & Garden,Bedding,1,753.73,0.17,WI,625.5959,625.5959,2023,6,June,Friday,753.73,128.13410000000002,625.5959,Standard,Standard
CUST_011476,ORD_00100188,2023-06-24,Clothing,Mens Shirts,4,21.63,0.0,WA,86.52,86.52,2023,6,June,Saturday,86.52,0.0,86.52,Standard,Standard
CUST_010631,ORD_00102021,2023-06-24,Beauty,Skincare,2,96.71,0.0,TN,193.42,193.42,2023,6,June,Saturday,193.42,0.0,193.42,Standard,Standard
CUST_011575,ORD_00102925,2023-06-24,Books,Children Books,1,57.91,0.0,MD,57.91,57.91,2023,6,June,Saturday,57.91,0.0,57.91,Standard,Standard
CUST_012418,ORD_00103086,2023-06-24,Sports,Winter Sports,1,422.31,0.0,MN,422.31,422.31,2023,6,June,Saturday,422.31,0.0,422.31,Standard,Standard
CUST_012541,ORD_00103077,2023-06-24,Sports,Water Sports,1,40.42,0.13,TX,35.1654,35.1654,2023,6,June,Saturday,40.42,5.254600000000001,35.1654,Standard,Standard
CUST_010393,ORD_00101764,2023-06-24,Home & Garden,Gardening Tools,7,363.0,0.0,KY,2541.0,2541.0,2023,6,June,Saturday,2541.0,0.0,2541.0,High-Value,High_Value
CUST_011734,ORD_00101702,2023-06-24,Beauty,Beauty Tools,3,122.93,0.0,AZ,368.79,368.79,2023,6,June,Saturday,368.79,0.0,368.79,Standard,Standard
CUST_012356,ORD_00103952,2023-06-24,Beauty,Hair Care,1,148.89,0.0,AL,148.89,148.89,2023,6,June,Saturday,148.89,0.0,148.89,Standard,Standard
CUST_011972,ORD_00102065,2023-06-24,Sports,Cycling,1,128.5,0.0,OH,128.5,128.5,2023,6,June,Saturday,128.5,0.0,128.5,Standard,Standard
CUST_010109,ORD_00101419,2023-06-25,Beauty,Fragrances,3,62.04,0.0,WA,186.12,186.12,2023,6,June,Sunday,186.12,0.0,186.12,Standard,Standard
CUST_013710,ORD_00101982,2023-06-25,Sports,Team Sports,1,399.0,0.0,GA,399.0,399.0,2023,6,June,Sunday,399.0,0.0,399.0,Standard,Standard
CUST_013764,ORD_00103523,2023-06-25,Clothing,Womens Dresses,3,20.8,0.0,OK,62.400000000000006,62.400000000000006,2023,6,June,Sunday,62.400000000000006,0.0,62.400000000000006,High-Value,High_Value
CUST_014599,ORD_00103753,2023-06-25,Clothing,Womens Dresses,2,108.18,0.0,NJ,216.36,216.36,2023,6,June,Sunday,216.36,0.0,216.36,Standard,Standard
CUST_012511,ORD_00101232,2023-06-25,Home & Garden,Kitchen Appliances,2,177.02,0.0,MI,354.04,354.04,2023,6,June,Sunday,354.04,0.0,354.04,Standard,Standard
CUST_012309,ORD_00101285,2023-06-25,Sports,Fitness Equipment,2,455.4,0.27,OH,664.8839999999999,664.8839999999999,2023,6,June,Sunday,910.8,245.916,664.8839999999999,Standard,Standard
CUST_013375,ORD_00103280,2023-06-25,Electronics,Gaming Consoles,1,680.87,0.0,NJ,680.87,680.87,2023,6,June,Sunday,680.87,0.0,680.87,Standard,Standard
CUST_011264,ORD_00100341,2023-06-25,Beauty,Personal Care,1,103.61,0.14,OR,89.1046,89.1046,2023,6,June,Sunday,103.61,14.505400000000002,89.1046,Standard,Standard
CUST_010764,ORD_00101599,2023-06-25,Electronics,Gaming Consoles,1,815.82,0.0,TX,815.82,815.82,2023,6,June,Sunday,815.82,0.0,815.82,High-Value,High_Value
CUST_014884,ORD_00101732,2023-06-26,Beauty,Beauty Tools,1,108.72,0.0,SC,108.72,108.72,2023,6,June,Monday,108.72,0.0,108.72,Standard,Standard
CUST_011303,ORD_00104261,2023-06-26,Clothing,Jeans,1,136.53,0.0,NY,136.53,136.53,2023,6,June,Monday,136.53,0.0,136.53,Standard,Standard
CUST_011490,ORD_00103279,2023-06-26,Clothing,Accessories,3,287.22,0.48,OH,448.06320000000005,448.06320000000005,2023,6,June,Monday,861.6600000000001,413.59680000000003,448.06320000000005,Standard,Standard
CUST_014710,ORD_00104113,2023-06-26,Electronics,Headphones,1,295.31,0.0,NC,295.31,295.31,2023,6,June,Monday,295.31,0.0,295.31,Standard,Standard
CUST_013496,ORD_00100604,2023-06-26,Home & Garden,Kitchen Appliances,1,797.76,0.32,MA,542.4767999999999,542.4767999999999,2023,6,June,Monday,797.76,255.2832,542.4767999999999,High-Value,High_Value
CUST_013831,ORD_00104295,2023-06-27,Clothing,Accessories,4,17.72,0.0,SC,70.88,70.88,2023,6,June,Tuesday,70.88,0.0,70.88,Standard,Standard
CUST_010649,ORD_00103444,2023-06-27,Sports,Winter Sports,1,267.24,0.1,UT,240.516,240.516,2023,6,June,Tuesday,267.24,26.724000000000004,240.516,Standard,Standard
CUST_013199,ORD_00101946,2023-06-27,Books,Educational,3,30.28,0.0,AZ,90.84,90.84,2023,6,June,Tuesday,90.84,0.0,90.84,Standard,Standard
CUST_010498,ORD_00104554,2023-06-27,Electronics,Gaming Consoles,1,1448.94,0.0,TX,1448.94,1448.94,2023,6,June,Tuesday,1448.94,0.0,1448.94,Standard,Standard
CUST_011912,ORD_00103365,2023-06-28,Home & Garden,Gardening Tools,2,194.41,0.0,AL,388.82,388.82,2023,6,June,Wednesday,388.82,0.0,388.82,Standard,Standard
CUST_010515,ORD_00102073,2023-06-28,Beauty,Makeup,1,66.28,0.0,AL,66.28,66.28,2023,6,June,Wednesday,66.28,0.0,66.28,Standard,Standard
CUST_012277,ORD_00104648,2023-06-28,Electronics,Laptops,4,1612.76,0.18,PA,5289.852800000001,5289.852800000001,2023,6,June,Wednesday,6451.04,1161.1871999999998,5289.852800000001,High-Value,High_Value
CUST_010130,ORD_00100221,2023-06-28,Home & Garden,Furniture,1,309.1,0.0,AZ,309.1,309.1,2023,6,June,Wednesday,309.1,0.0,309.1,Standard,Standard
CUST_013904,ORD_00102749,2023-06-28,Electronics,Smartphones,2,1281.86,0.0,GA,2563.72,2563.72,2023,6,June,Wednesday,2563.72,0.0,2563.72,High-Value,High_Value
CUST_011961,ORD_00102367,2023-06-29,Books,Magazines,2,14.2,0.33,MI,19.028,19.028,2023,6,June,Thursday,28.4,9.372,19.028,Standard,Standard
CUST_013396,ORD_00101255,2023-06-29,Sports,Water Sports,1,444.65,0.22,PA,346.827,346.827,2023,6,June,Thursday,444.65,97.823,346.827,Standard,Standard
CUST_014698,ORD_00104266,2023-06-29,Sports,Fitness Equipment,2,398.99,0.14,CO,686.2628,686.2628,2023,6,June,Thursday,797.98,111.71720000000002,686.2628,Standard,Standard
CUST_014383,ORD_00103937,2023-06-29,Sports,Fitness Equipment,2,283.21,0.0,IL,566.42,566.42,2023,6,June,Thursday,566.42,0.0,566.42,High-Value,High_Value
CUST_011593,ORD_00103143,2023-06-29,Clothing,Mens Shirts,4,138.15,0.0,LA,552.6,552.6,2023,6,June,Thursday,552.6,0.0,552.6,Standard,Standard
CUST_011868,ORD_00104495,2023-06-29,Sports,Team Sports,1,121.77,0.0,OH,121.77,121.77,2023,6,June,Thursday,121.77,0.0,121.77,Standard,Standard
CUST_010306,ORD_00100388,2023-06-29,Books,Non-Fiction,1,45.56,0.26,OR,33.714400000000005,33.714400000000005,2023,6,June,Thursday,45.56,11.845600000000001,33.714400000000005,Standard,Standard
CUST_010971,ORD_00103437,2023-06-29,Clothing,Jeans,4,138.88,0.0,LA,555.52,555.52,2023,6,June,Thursday,555.52,0.0,555.52,Standard,Standard
CUST_013528,ORD_00100252,2023-06-29,Clothing,Shoes,3,61.35,0.0,GA,184.05,184.05,2023,6,June,Thursday,184.05,0.0,184.05,Standard,Standard
CUST_010299,ORD_00104792,2023-06-29,Electronics,Gaming Consoles,6,1618.2,0.0,MO,9709.2,9709.2,2023,6,June,Thursday,9709.2,0.0,9709.2,High-Value,High_Value
CUST_011443,ORD_00104192,2023-06-29,Beauty,Makeup,1,78.81,0.0,NY,78.81,78.81,2023,6,June,Thursday,78.81,0.0,78.81,High-Value,High_Value
CUST_013282,ORD_00103345,2023-06-29,Electronics,Gaming Consoles,3,474.67,0.0,CA,1424.01,1424.01,2023,6,June,Thursday,1424.01,0.0,1424.01,High-Value,High_Value
CUST_011583,ORD_00100395,2023-06-29,Sports,Cycling,1,303.46,0.17,IN,251.8718,251.8718,2023,6,June,Thursday,303.46,51.5882,251.8718,Standard,Standard
CUST_011398,ORD_00101681,2023-06-30,Home & Garden,Kitchen Appliances,3,225.97,0.08,IL,623.6772,623.6772,2023,6,June,Friday,677.91,54.2328,623.6772,High-Value,High_Value
CUST_010080,ORD_00100890,2023-06-30,Books,Children Books,1,54.89,0.0,CT,54.89,54.89,2023,6,June,Friday,54.89,0.0,54.89,Standard,Standard
CUST_012289,ORD_00103669,2023-06-30,Books,Comics,3,35.75,0.09,OK,97.5975,97.5975,2023,6,June,Friday,107.25,9.6525,97.5975,High-Value,High_Value
CUST_014403,ORD_00101191,2023-06-30,Clothing,Mens Shirts,5,137.83,0.0,NY,689.1500000000001,689.1500000000001,2023,6,June,Friday,689.1500000000001,0.0,689.1500000000001,Standard,Standard
CUST_012033,ORD_00103388,2023-07-01,Books,Educational,3,31.58,0.0,KY,94.74,94.74,2023,7,July,Saturday,94.74,0.0,94.74,Standard,Standard
CUST_013341,ORD_00103166,2023-07-01,Beauty,Personal Care,2,81.22,0.0,MD,162.44,162.44,2023,7,July,Saturday,162.44,0.0,162.44,Standard,Standard
CUST_010618,ORD_00100262,2023-07-01,Beauty,Fragrances,4,75.62,0.0,MD,302.48,302.48,2023,7,July,Saturday,302.48,0.0,302.48,Standard,Standard
CUST_012954,ORD_00104700,2023-07-01,Sports,Water Sports,3,164.65,0.1,OR,444.55500000000006,444.55500000000006,2023,7,July,Saturday,493.95000000000005,49.39500000000001,444.55500000000006,Standard,Standard
