Customer_ID,total_orders,total_quantity,total_revenue,avg_order_value,customer_segment
CUST_010866,2,4,155.5419,77.77095,Standard
CUST_010867,1,2,1923.5360000000005,1923.5360000000005,High_Value
CUST_010870,2,6,625.3416,312.6708,Standard
CUST_010871,1,6,535.2,535.2,Standard
CUST_010872,2,10,460.46000000000004,230.23000000000002,Standard
CUST_010873,1,1,36.0178,36.0178,Standard
CUST_010874,1,2,895.7231999999999,895.7231999999999,Standard
CUST_010875,1,1,119.7742,119.7742,Standard
CUST_010877,3,4,804.5704000000001,268.19013333333334,Standard
CUST_010878,1,2,244.3896,244.3896,Standard
CUST_010879,1,2,1223.8,1223.8,Standard
CUST_010880,2,5,1159.224,579.612,Standard
CUST_010881,1,5,3646.15,3646.15,High_Value
CUST_010883,1,2,75.96,75.96,Standard
CUST_010884,1,1,29.05,29.05,Standard
CUST_010886,2,3,2251.71,1125.855,High_Value
CUST_010887,1,1,288.08,288.08,Standard
CUST_010888,1,5,780.9000000000001,780.9000000000001,Standard
CUST_010890,1,1,112.9695,112.9695,Standard
CUST_010891,1,6,6645.900000000001,6645.900000000001,High_Value
CUST_010893,1,2,942.24,942.24,Standard
CUST_010895,4,9,10015.060000000001,2503.7650000000003,High_Value
CUST_010896,2,2,511.10999999999996,255.55499999999998,Standard
CUST_010897,1,7,6329.19,6329.19,High_Value
CUST_010898,1,3,689.1191999999999,689.1191999999999,Standard
CUST_010899,2,2,1963.76,981.88,High_Value
CUST_010900,1,3,154.4328,154.4328,Standard
CUST_010901,1,3,3090.9,3090.9,High_Value
CUST_010902,1,5,321.15000000000003,321.15000000000003,Standard
CUST_010903,1,1,317.62700000000007,317.62700000000007,Standard
CUST_010904,1,1,43.77,43.77,Standard
CUST_010905,2,8,178.08,89.04,Standard
CUST_010906,1,1,45.6915,45.6915,Standard
CUST_010910,2,6,1091.38,545.69,Standard
CUST_010911,1,2,28.528,28.528,Standard
CUST_010912,1,1,413.71,413.71,Standard
CUST_010913,1,1,143.1,143.1,Standard
CUST_010914,1,1,132.37,132.37,Standard
CUST_010917,2,3,283.27,141.635,Standard
CUST_010918,1,9,228.7143,228.7143,Standard
CUST_010919,1,1,49.32,49.32,Standard
CUST_010920,1,8,3387.84,3387.84,High_Value
CUST_010921,1,6,1603.08,1603.08,Standard
CUST_010922,1,1,185.43,185.43,Standard
CUST_010923,1,3,1373.58,1373.58,Standard
CUST_010924,2,6,619.5048000000002,309.7524000000001,Standard
CUST_010925,2,8,398.3218,199.1609,Standard
CUST_010927,1,2,588.96,588.96,Standard
CUST_010928,1,2,441.18,441.18,Standard
CUST_010929,1,4,1331.976,1331.976,Standard
CUST_010931,1,2,28.1,28.1,Standard
CUST_010932,1,7,2932.58,2932.58,High_Value
CUST_010934,2,3,1172.7262,586.3631,Standard
CUST_010935,2,6,529.6700000000001,264.83500000000004,Standard
CUST_010936,1,1,164.36,164.36,Standard
CUST_010938,2,8,1762.24,881.12,High_Value
CUST_010939,1,6,4553.4,4553.4,High_Value
CUST_010940,1,1,1214.38,1214.38,Standard
CUST_010943,1,1,442.68,442.68,Standard
CUST_010944,2,8,10688.903,5344.4515,High_Value
CUST_010945,1,6,314.82,314.82,Standard
CUST_010946,2,6,722.5524,361.2762,Standard
CUST_010949,2,3,1087.52,543.76,Standard
CUST_010950,2,9,4440.6359999999995,2220.3179999999998,High_Value
CUST_010951,2,5,1212.1200000000001,606.0600000000001,Standard
CUST_010952,1,1,164.72,164.72,Standard
CUST_010955,1,2,1667.2656,1667.2656,Standard
CUST_010956,1,3,144.3,144.3,Standard
CUST_010957,1,1,116.84,116.84,Standard
CUST_010958,1,2,1043.38,1043.38,Standard
CUST_010959,2,2,704.65,352.325,Standard
CUST_010961,3,7,1132.4119,377.47063333333335,Standard
CUST_010962,3,4,2526.81,842.27,High_Value
CUST_010963,2,5,5155.1068,2577.5534,High_Value
CUST_010965,2,5,2118.48,1059.24,High_Value
CUST_010966,2,2,364.78999999999996,182.39499999999998,Standard
CUST_010968,2,3,1554.8396,777.4198,Standard
CUST_010969,4,13,4913.1264,1228.2816,High_Value
CUST_010970,2,8,2806.4064,1403.2032,High_Value
CUST_010971,3,6,637.05,212.35,Standard
CUST_010972,1,5,511.05,511.05,Standard
CUST_010974,2,7,3023.07,1511.535,High_Value
CUST_010976,1,2,27.6912,27.6912,Standard
CUST_010977,1,1,18.98,18.98,Standard
CUST_010978,2,6,125.91,62.955,Standard
CUST_010979,1,2,124.9,124.9,Standard
CUST_010980,1,4,629.64,629.64,Standard
CUST_010983,1,1,1756.96,1756.96,High_Value
CUST_010985,1,3,538.5,538.5,Standard
CUST_010986,2,4,1286.7,643.35,Standard
CUST_010988,2,11,977.3100000000001,488.65500000000003,Standard
CUST_010989,1,1,22.54,22.54,Standard
CUST_010990,2,6,471.3,235.65,Standard
CUST_010992,1,1,1074.67,1074.67,Standard
CUST_010993,1,2,584.56,584.56,Standard
CUST_010995,1,1,270.71,270.71,Standard
CUST_010996,3,14,3776.0476999999996,1258.6825666666666,High_Value
CUST_010997,1,1,203.6328,203.6328,Standard
CUST_011000,3,4,822.3548,274.11826666666667,Standard
CUST_011001,1,5,419.316,419.316,Standard
CUST_011002,2,8,1376.5864000000001,688.2932000000001,Standard
CUST_011003,1,1,125.28,125.28,Standard
CUST_011005,2,3,470.5616,235.2808,Standard
CUST_011007,1,1,36.2,36.2,Standard
CUST_011008,1,3,89.8986,89.8986,Standard
CUST_011009,2,4,1332.8775999999998,666.4387999999999,Standard
CUST_011010,1,1,446.59,446.59,Standard
CUST_011011,1,1,287.622,287.622,Standard
CUST_011012,4,15,1019.51,254.8775,Standard
CUST_011013,2,4,952.2655,476.13275,Standard
CUST_011014,1,1,488.2163999999999,488.2163999999999,Standard
CUST_011015,2,5,5896.966,2948.483,High_Value
CUST_011016,2,4,2100.23,1050.115,High_Value
CUST_011017,1,5,364.95,364.95,Standard
CUST_011019,2,4,3450.6721,1725.33605,High_Value
CUST_011020,1,2,23.635400000000004,23.635400000000004,Standard
CUST_011021,3,5,1225.12,408.3733333333333,Standard
CUST_011022,3,6,1617.0739999999998,539.0246666666666,Standard
CUST_011023,2,3,320.52,160.26,Standard
CUST_011028,1,4,184.32,184.32,Standard
CUST_011029,1,3,3313.08,3313.08,High_Value
CUST_011033,2,3,4064.93,2032.465,High_Value
CUST_011034,2,5,628.52,314.26,Standard
CUST_011035,4,11,1842.5215,460.630375,High_Value
CUST_011036,3,8,4911.9255,1637.3085,High_Value
CUST_011037,1,2,3476.02,3476.02,High_Value
CUST_011038,1,2,159.72,159.72,Standard
CUST_011041,1,1,274.67,274.67,Standard
CUST_011042,2,6,7285.160000000001,3642.5800000000004,High_Value
CUST_011044,1,1,15.2964,15.2964,Standard
CUST_011045,2,5,1105.221,552.6105,Standard
CUST_011047,1,3,151.0704,151.0704,Standard
CUST_011049,1,3,830.9100000000001,830.9100000000001,Standard
CUST_011050,1,1,295.37,295.37,Standard
CUST_011051,4,11,1469.5828999999999,367.39572499999997,Standard
CUST_011052,2,3,64.5416,32.2708,Standard
CUST_011057,1,1,49.5396,49.5396,Standard
CUST_011058,1,3,306.12,306.12,Standard
CUST_011060,1,3,789.39,789.39,Standard
CUST_011061,3,5,1342.5964,447.5321333333333,Standard
CUST_011063,1,1,28.567500000000003,28.567500000000003,Standard
CUST_011064,1,2,256.82,256.82,Standard
CUST_011065,3,5,915.8352,305.2784,Standard
CUST_011066,2,4,1390.1136000000001,695.0568000000001,Standard
CUST_011068,3,8,5643.211,1881.0703333333333,High_Value
CUST_011070,3,9,408.4078,136.13593333333333,Standard
CUST_011071,2,4,1111.3585,555.67925,Standard
CUST_011072,1,1,190.78,190.78,Standard
CUST_011074,2,3,1235.7504,617.8752,Standard
CUST_011075,1,5,343.6,343.6,Standard
CUST_011076,1,9,10201.05,10201.05,High_Value
CUST_011077,1,2,3906.7,3906.7,High_Value
CUST_011078,1,1,1673.6815,1673.6815,Standard
CUST_011079,1,2,1673.84,1673.84,Standard
CUST_011080,1,4,859.88,859.88,Standard
CUST_011081,1,3,114.96,114.96,Standard
CUST_011084,1,1,404.31,404.31,Standard
CUST_011085,2,3,2983.2472,1491.6236,High_Value
CUST_011087,1,2,271.44,271.44,Standard
CUST_011088,3,9,1086.9164,362.3054666666667,Standard
CUST_011089,1,1,97.75,97.75,Standard
CUST_011090,1,1,13.21,13.21,Standard
CUST_011092,1,2,703.6744,703.6744,Standard
CUST_011095,1,2,466.26,466.26,Standard
CUST_011097,3,18,5656.262000000001,1885.4206666666669,High_Value
CUST_011098,2,4,2162.66,1081.33,High_Value
CUST_011099,1,3,432.57,432.57,Standard
CUST_011100,1,1,55.24,55.24,Standard
CUST_011101,2,3,1299.018,649.509,Standard
CUST_011102,1,4,215.48,215.48,Standard
CUST_011103,3,7,4091.826,1363.942,High_Value
CUST_011104,1,9,3594.3290999999995,3594.3290999999995,High_Value
CUST_011105,1,1,48.76,48.76,Standard
CUST_011106,1,1,34.54,34.54,Standard
CUST_011108,1,7,1426.04,1426.04,Standard
CUST_011109,1,2,491.1774,491.1774,Standard
CUST_011110,3,5,2422.4096,807.4698666666667,High_Value
CUST_011111,2,7,448.29999999999995,224.14999999999998,Standard
CUST_011112,3,8,1345.81,448.6033333333333,Standard
CUST_011114,1,2,141.04,141.04,Standard
CUST_011115,1,1,1663.506,1663.506,Standard
CUST_011116,3,4,4981.705,1660.5683333333334,High_Value
CUST_011117,1,7,3426.29,3426.29,High_Value
CUST_011118,2,6,338.44000000000005,169.22000000000003,Standard
CUST_011119,2,3,715.36,357.68,Standard
CUST_011120,2,3,1278.45,639.225,Standard
CUST_011121,1,2,687.2,687.2,Standard
CUST_011122,2,5,405.67999999999995,202.83999999999997,Standard
CUST_011123,1,2,50.66,50.66,Standard
CUST_011124,2,4,1072.2984000000001,536.1492000000001,Standard
CUST_011125,3,6,2003.79,667.93,High_Value
CUST_011126,1,2,158.98,158.98,Standard
CUST_011127,1,1,1328.24,1328.24,Standard
CUST_011128,4,14,3274.01,818.5025,High_Value
CUST_011129,2,4,671.5853999999999,335.79269999999997,Standard
CUST_011130,2,2,765.8199999999999,382.90999999999997,Standard
CUST_011131,1,3,102.255,102.255,Standard
CUST_011132,1,4,1274.0628000000002,1274.0628000000002,Standard
CUST_011133,2,3,122.27000000000001,61.135000000000005,Standard
CUST_011134,2,3,2857.3932,1428.6966,High_Value
CUST_011135,1,5,944.75,944.75,Standard
CUST_011136,1,2,361.2428000000001,361.2428000000001,Standard
CUST_011139,3,10,579.515,193.17166666666665,Standard
CUST_011141,1,3,2069.13,2069.13,High_Value
CUST_011142,2,5,190.9266,95.4633,Standard
CUST_011144,2,9,647.161,323.5805,Standard
CUST_011146,3,9,11277.756000000001,3759.2520000000004,High_Value
CUST_011147,3,5,1247.6156,415.8718666666667,Standard
CUST_011149,2,3,790.3399999999999,395.16999999999996,Standard
CUST_011151,1,3,4137.6096,4137.6096,High_Value
CUST_011152,1,5,95.8,95.8,Standard
CUST_011153,1,1,966.2,966.2,Standard
CUST_011154,3,7,1942.42,647.4733333333334,High_Value
CUST_011155,2,3,413.9036,206.9518,Standard
CUST_011158,2,5,3904.0099999999998,1952.0049999999999,High_Value
CUST_011161,1,3,844.0145999999999,844.0145999999999,Standard
CUST_011163,2,4,966.79,483.395,Standard
CUST_011165,1,1,23.87,23.87,Standard
CUST_011166,1,4,414.64,414.64,Standard
CUST_011167,2,6,2711.02,1355.51,High_Value
CUST_011169,4,8,987.4531,246.863275,Standard
CUST_011170,3,6,1505.02,501.67333333333335,Standard
CUST_011171,2,4,655.57,327.785,Standard
CUST_011173,3,11,7144.42,2381.4733333333334,High_Value
CUST_011174,4,10,1208.48,302.12,Standard
CUST_011175,1,4,199.24,199.24,Standard
CUST_011176,1,3,206.13,206.13,Standard
CUST_011178,1,2,725.2096,725.2096,Standard
CUST_011179,4,9,713.7094999999999,178.42737499999998,Standard
CUST_011180,1,1,297.63,297.63,Standard
CUST_011181,1,2,1350.86,1350.86,Standard
CUST_011183,2,7,1102.4,551.2,Standard
CUST_011184,1,1,49.99,49.99,Standard
CUST_011185,1,1,138.65,138.65,Standard
CUST_011187,2,4,375.71999999999997,187.85999999999999,Standard
CUST_011188,1,1,233.71,233.71,Standard
CUST_011189,1,2,248.12,248.12,Standard
CUST_011190,3,9,383.0307,127.6769,Standard
CUST_011191,1,3,730.23,730.23,Standard
CUST_011193,2,2,223.43,111.715,Standard
CUST_011195,1,1,887.83,887.83,Standard
CUST_011196,1,1,331.8888,331.8888,Standard
CUST_011197,1,3,1137.66,1137.66,Standard
CUST_011199,1,1,52.17,52.17,Standard
CUST_011201,5,19,4239.858,847.9716000000001,High_Value
CUST_011202,1,7,4619.72,4619.72,High_Value
CUST_011203,1,1,187.15,187.15,Standard
CUST_011204,3,6,628.83,209.61,Standard
CUST_011206,1,1,458.3,458.3,Standard
CUST_011207,2,4,274.55,137.275,Standard
CUST_011208,1,3,113.5077,113.5077,Standard
CUST_011210,3,5,1730.1566,576.7188666666667,Standard
CUST_011212,3,4,196.42680000000001,65.4756,Standard
CUST_011213,2,3,905.99,452.995,Standard
CUST_011214,1,2,516.0975999999999,516.0975999999999,Standard
CUST_011215,1,1,730.44,730.44,Standard
CUST_011217,1,2,172.16,172.16,Standard
CUST_011218,1,2,478.82,478.82,Standard
CUST_011223,1,1,343.0392,343.0392,Standard
CUST_011224,1,1,290.63,290.63,Standard
CUST_011226,2,3,4042.51,2021.255,High_Value
CUST_011228,2,3,2016.92,1008.46,High_Value
CUST_011229,1,2,877.14,877.14,Standard
CUST_011230,2,5,5953.0626,2976.5313,High_Value
CUST_011231,1,1,417.61,417.61,Standard
CUST_011234,2,2,317.59999999999997,158.79999999999998,Standard
CUST_011236,3,10,2145.2214000000004,715.0738000000001,High_Value
CUST_011237,2,4,3314.1875,1657.09375,High_Value
CUST_011239,1,3,991.9647,991.9647,Standard
CUST_011240,3,7,1107.762,369.25399999999996,Standard
CUST_011241,3,6,1221.8120000000001,407.2706666666667,Standard
CUST_011243,2,2,744.4,372.2,Standard
CUST_011246,1,1,54.34,54.34,Standard
CUST_011247,2,2,1745.6799999999998,872.8399999999999,High_Value
CUST_011248,3,10,1299.1806000000001,433.06020000000007,Standard
CUST_011249,1,1,270.87,270.87,Standard
CUST_011252,1,1,270.08,270.08,Standard
CUST_011255,3,4,1307.99,435.99666666666667,Standard
CUST_011256,1,3,1048.2954000000002,1048.2954000000002,Standard
CUST_011257,1,3,114.69,114.69,Standard
CUST_011258,1,1,289.75,289.75,Standard
CUST_011259,1,5,132.10000000000002,132.10000000000002,Standard
CUST_011262,2,11,671.7072000000001,335.85360000000003,Standard
CUST_011263,3,5,2046.846,682.282,High_Value
CUST_011264,2,2,113.4046,56.7023,Standard
CUST_011266,1,1,108.7,108.7,Standard
CUST_011268,3,12,2975.2,991.7333333333332,High_Value
CUST_011269,2,3,256.84999999999997,128.42499999999998,Standard
CUST_011270,3,5,3935.8399999999997,1311.9466666666665,High_Value
CUST_011271,1,2,61.5,61.5,Standard
CUST_011272,1,2,149.328,149.328,Standard
CUST_011273,1,4,120.6304,120.6304,Standard
CUST_011274,1,6,2101.32,2101.32,High_Value
CUST_011275,1,3,300.96,300.96,Standard
CUST_011276,2,5,1935.9,967.95,High_Value
CUST_011278,2,11,18058.08,9029.04,High_Value
CUST_011279,1,1,1172.26,1172.26,Standard
CUST_011280,2,4,527.0352,263.5176,Standard
CUST_011284,2,3,696.2099999999999,348.10499999999996,Standard
CUST_011285,1,2,110.44,110.44,Standard
CUST_011286,3,7,1032.67,344.22333333333336,Standard
CUST_011287,1,3,229.53000000000003,229.53000000000003,Standard
CUST_011290,1,1,958.0142,958.0142,Standard
CUST_011291,1,1,1496.89,1496.89,Standard
CUST_011292,1,2,135.16,135.16,Standard
CUST_011294,3,5,5425.87,1808.6233333333332,High_Value
CUST_011295,3,7,1769.7718,589.9239333333334,High_Value
CUST_011296,1,2,747.0554000000001,747.0554000000001,Standard
CUST_011297,3,10,1432.624,477.54133333333334,Standard
CUST_011298,1,1,376.86,376.86,Standard
CUST_011300,1,1,562.26,562.26,Standard
CUST_011301,1,2,1663.849,1663.849,Standard
CUST_011303,1,1,136.53,136.53,Standard
CUST_011305,2,4,203.728,101.864,Standard
CUST_011306,2,4,255.26,127.63,Standard
CUST_011307,4,7,1727.7977,431.949425,Standard
CUST_011309,2,3,1497.35,748.675,Standard
CUST_011313,1,3,205.4499,205.4499,Standard
CUST_011314,1,1,34.71,34.71,Standard
CUST_011316,1,1,65.36,65.36,Standard
CUST_011317,2,3,67.00399999999999,33.501999999999995,Standard
CUST_011318,1,2,565.88,565.88,Standard
CUST_011319,1,1,53.02,53.02,Standard
CUST_011320,2,3,1220.6684,610.3342,Standard
CUST_011321,1,1,212.5152,212.5152,Standard
CUST_011322,1,1,532.29,532.29,Standard
CUST_011323,1,2,75.36,75.36,Standard
CUST_011324,2,6,1152.6925,576.34625,Standard
CUST_011326,3,6,1977.1495,659.0498333333334,High_Value
CUST_011327,2,5,7593.360000000001,3796.6800000000003,High_Value
CUST_011328,1,2,277.61959999999993,277.61959999999993,Standard
CUST_011330,1,3,38.25,38.25,Standard
CUST_011331,1,5,197.4,197.4,Standard
CUST_011332,2,4,86.13319999999999,43.066599999999994,Standard
CUST_011336,1,2,153.34,153.34,Standard
CUST_011337,1,1,816.98,816.98,Standard
CUST_011339,1,1,20.496600000000004,20.496600000000004,Standard
CUST_011340,1,1,61.95,61.95,Standard
CUST_011341,1,2,318.96,318.96,Standard
CUST_011343,2,6,363.33,181.665,Standard
CUST_011344,1,4,3214.768,3214.768,High_Value
CUST_011345,2,7,333.12,166.56,Standard
CUST_011346,3,6,2194.77,731.59,High_Value
CUST_011347,2,5,1536.1795,768.08975,Standard
CUST_011348,2,3,1061.58,530.79,Standard
CUST_011349,1,2,540.86,540.86,Standard
CUST_011351,1,5,660.6,660.6,Standard
CUST_011352,2,2,104.12,52.06,Standard
CUST_011353,1,4,777.84,777.84,Standard
CUST_011356,1,2,107.42,107.42,Standard
CUST_011357,2,4,3484.58,1742.29,High_Value
CUST_011359,1,1,58.44,58.44,Standard
CUST_011360,1,2,451.5822,451.5822,Standard
CUST_011361,2,2,290.37,145.185,Standard
CUST_011362,2,4,1214.6599999999999,607.3299999999999,Standard
CUST_011363,3,3,417.25999999999993,139.08666666666664,Standard
CUST_011364,1,1,149.5,149.5,Standard
CUST_011365,1,2,309.1,309.1,Standard
CUST_011367,1,1,224.256,224.256,Standard
CUST_011368,1,6,1298.862,1298.862,Standard
CUST_011369,1,2,65.9,65.9,Standard
CUST_011371,2,3,643.6356,321.8178,Standard
CUST_011372,1,4,505.68,505.68,Standard
CUST_011375,1,2,16.56,16.56,Standard
CUST_011377,1,2,97.26,97.26,Standard
CUST_011378,1,1,117.5226,117.5226,Standard
CUST_011380,1,4,5344.2,5344.2,High_Value
CUST_011381,1,1,71.36,71.36,Standard
CUST_011382,1,1,148.13,148.13,Standard
CUST_011383,2,3,1027.13,513.565,Standard
CUST_011384,2,2,250.8055,125.40275,Standard
CUST_011386,2,4,925.572,462.786,Standard
CUST_011388,2,7,2192.814,1096.407,High_Value
CUST_011389,1,5,100.7,100.7,Standard
CUST_011391,1,2,62.5784,62.5784,Standard
CUST_011392,1,4,218.08,218.08,Standard
CUST_011393,2,4,453.18,226.59,Standard
CUST_011394,1,7,1216.1688,1216.1688,Standard
CUST_011395,1,2,49.68,49.68,Standard
CUST_011396,2,5,3455.01,1727.505,High_Value
CUST_011397,1,2,125.54,125.54,Standard
CUST_011398,2,5,2213.2372,1106.6186,High_Value
CUST_011401,1,1,478.21,478.21,Standard
CUST_011404,2,8,1657.6327999999996,828.8163999999998,Standard
CUST_011405,1,1,1593.54,1593.54,Standard
CUST_011408,1,1,59.68,59.68,Standard
CUST_011410,1,1,88.59,88.59,Standard
CUST_011411,1,1,99.1194,99.1194,Standard
CUST_011414,1,5,44.25,44.25,Standard
CUST_011415,1,1,72.33,72.33,Standard
CUST_011416,1,2,792.7,792.7,Standard
CUST_011417,3,12,2059.0168,686.3389333333333,High_Value
CUST_011420,1,4,1022.8,1022.8,Standard
CUST_011424,1,1,43.907,43.907,Standard
CUST_011426,1,1,235.18,235.18,Standard
CUST_011428,4,8,1290.35,322.5875,Standard
CUST_011429,3,6,2633.59,877.8633333333333,High_Value
CUST_011430,2,2,121.59,60.795,Standard
CUST_011432,2,5,1252.5680000000002,626.2840000000001,Standard
CUST_011435,1,4,223.56,223.56,Standard
CUST_011436,3,12,558.6779,186.22596666666666,Standard
CUST_011437,1,3,1186.77,1186.77,Standard
CUST_011439,1,1,479.36,479.36,Standard
CUST_011440,3,6,967.4242,322.47473333333335,Standard
CUST_011442,2,3,728.1166999999999,364.05834999999996,Standard
CUST_011443,3,11,10072.916799999999,3357.638933333333,High_Value
CUST_011447,1,3,1407.09,1407.09,Standard
CUST_011448,2,2,835.3599999999999,417.67999999999995,Standard
CUST_011450,2,9,3931.7002,1965.8501,High_Value
CUST_011451,2,4,837.4847000000001,418.74235000000004,Standard
CUST_011452,2,9,1521.08,760.54,Standard
CUST_011454,1,2,107.926,107.926,Standard
CUST_011455,1,2,466.82,466.82,Standard
CUST_011456,2,2,283.3112,141.6556,Standard
CUST_011461,2,3,557.854,278.927,Standard
CUST_011464,3,12,11063.83,3687.943333333333,High_Value
CUST_011465,2,2,2085.77,1042.885,High_Value
CUST_011467,1,2,980.14,980.14,Standard
CUST_011468,2,4,1553.1280000000002,776.5640000000001,Standard
CUST_011469,3,4,3196.7799999999997,1065.5933333333332,High_Value
CUST_011470,3,6,4306.55,1435.5166666666667,High_Value
CUST_011474,3,4,364.01,121.33666666666666,Standard
CUST_011476,1,4,86.52,86.52,Standard
CUST_011477,1,1,75.12,75.12,Standard
CUST_011478,1,2,569.6964,569.6964,Standard
CUST_011479,1,3,2154.78,2154.78,High_Value
CUST_011480,5,18,5520.6166,1104.1233200000001,High_Value
CUST_011483,1,1,11.91,11.91,Standard
CUST_011485,2,4,2573.08,1286.54,High_Value
CUST_011486,1,2,184.34,184.34,Standard
CUST_011488,1,4,2188.1784,2188.1784,High_Value
CUST_011489,4,8,1740.2199999999998,435.05499999999995,High_Value
CUST_011490,1,3,448.06320000000005,448.06320000000005,Standard
CUST_011491,1,3,97.92,97.92,Standard
CUST_011492,1,4,725.8,725.8,Standard
CUST_011493,1,1,533.7363,533.7363,Standard
CUST_011496,1,3,625.59,625.59,Standard
CUST_011497,1,1,230.22,230.22,Standard
CUST_011498,2,2,173.79,86.895,Standard
CUST_011499,1,1,1980.93,1980.93,High_Value
CUST_011501,2,4,130.94,65.47,Standard
CUST_011502,1,1,11.04,11.04,Standard
CUST_011507,1,2,543.543,543.543,Standard
CUST_011508,1,6,8301.24,8301.24,High_Value
CUST_011509,1,1,80.81219999999999,80.81219999999999,Standard
CUST_011514,1,1,11.07,11.07,Standard
CUST_011515,1,2,1650.8128,1650.8128,Standard
CUST_011517,2,6,1208.3999999999999,604.1999999999999,Standard
CUST_011520,1,6,8159.400000000001,8159.400000000001,High_Value
CUST_011521,1,2,1400.14,1400.14,Standard
CUST_011522,4,20,9139.3242,2284.83105,High_Value
CUST_011523,1,1,167.46,167.46,Standard
CUST_011525,2,4,735.7116,367.8558,Standard
CUST_011526,3,5,722.4664,240.82213333333334,Standard
CUST_011529,3,3,586.3821,195.4607,Standard
CUST_011531,4,7,6557.4148,1639.3537,High_Value
CUST_011534,1,2,571.4,571.4,Standard
CUST_011536,1,1,67.122,67.122,Standard
CUST_011537,1,2,776.9,776.9,Standard
CUST_011539,1,3,2254.65,2254.65,High_Value
CUST_011541,1,2,792.9544,792.9544,Standard
CUST_011542,1,4,51.522,51.522,Standard
CUST_011548,1,3,720.9000000000001,720.9000000000001,Standard
CUST_011551,1,1,239.4,239.4,Standard
CUST_011552,2,5,1347.4920000000002,673.7460000000001,Standard
CUST_011554,1,2,175.22,175.22,Standard
CUST_011555,2,4,174.55040000000002,87.27520000000001,Standard
CUST_011556,1,1,131.9,131.9,Standard
CUST_011558,2,3,89.4916,44.7458,Standard
CUST_011559,2,3,1458.28,729.14,Standard
CUST_011561,4,6,1553.3582000000001,388.33955000000003,Standard
CUST_011562,1,2,1907.62,1907.62,High_Value
CUST_011563,1,2,96.9,96.9,Standard
CUST_011564,1,2,599.38,599.38,Standard
CUST_011565,2,3,1081.3600000000001,540.6800000000001,Standard
CUST_011572,1,1,192.43,192.43,Standard
CUST_011573,1,2,118.8,118.8,Standard
CUST_011575,2,2,353.28999999999996,176.64499999999998,Standard
CUST_011577,2,5,2721.8082,1360.9041,High_Value
CUST_011578,2,6,6859.0978000000005,3429.5489000000002,High_Value
CUST_011579,2,4,4896.94,2448.47,High_Value
CUST_011582,2,5,448.3576,224.1788,Standard
CUST_011583,2,6,1079.3118000000002,539.6559000000001,Standard
CUST_011584,1,6,2032.74,2032.74,High_Value
CUST_011585,1,4,354.96,354.96,Standard
CUST_011586,2,4,367.39,183.695,Standard
CUST_011591,1,1,271.09,271.09,Standard
CUST_011593,4,8,664.8512000000001,166.21280000000002,Standard
CUST_011595,1,3,452.8935,452.8935,Standard
CUST_011597,1,3,164.16,164.16,Standard
CUST_011599,3,6,1590.5299,530.1766333333334,Standard
CUST_011600,1,5,529.4140000000001,529.4140000000001,Standard
CUST_011601,1,1,226.9,226.9,Standard
CUST_011604,1,1,56.03,56.03,Standard
CUST_011605,2,3,2851.48,1425.74,High_Value
CUST_011608,2,4,1579.1129999999998,789.5564999999999,Standard
CUST_011609,1,6,751.0386,751.0386,Standard
CUST_011610,2,7,2458.64,1229.32,High_Value
CUST_011611,3,11,2487.8229,829.2743,High_Value
CUST_011612,2,6,338.27,169.135,Standard
CUST_011615,2,3,83.2368,41.6184,Standard
CUST_011617,2,11,1468.26,734.13,Standard
CUST_011619,1,4,1762.1644,1762.1644,High_Value
CUST_011620,2,5,1165.99,582.995,Standard
CUST_011621,2,7,5954.13,2977.065,High_Value
CUST_011622,2,3,243.99,121.995,Standard
CUST_011623,1,1,75.6,75.6,Standard
CUST_011624,3,5,2730.1893,910.0631,High_Value
CUST_011626,2,2,294.99,147.495,Standard
CUST_011628,2,8,1176.4632,588.2316,Standard
CUST_011630,1,4,395.96,395.96,Standard
CUST_011631,1,4,7448.24,7448.24,High_Value
CUST_011632,1,3,1479.75,1479.75,Standard
CUST_011635,1,2,559.44,559.44,Standard
CUST_011636,2,6,10440.519999999999,5220.259999999999,High_Value
CUST_011637,1,1,271.0946,271.0946,Standard
CUST_011639,2,4,1129.38,564.69,Standard
CUST_011641,1,1,145.22,145.22,Standard
CUST_011642,1,3,52.74,52.74,Standard
CUST_011643,1,2,2506.72,2506.72,High_Value
CUST_011644,1,6,171.84,171.84,Standard
CUST_011645,1,1,23.74,23.74,Standard
CUST_011649,1,2,293.5604,293.5604,Standard
CUST_011650,2,5,1707.7506,853.8753,Standard
CUST_011651,1,7,1152.97,1152.97,Standard
CUST_011652,2,7,2788.9100000000003,1394.4550000000002,High_Value
CUST_011653,3,5,1948.4299999999998,649.4766666666666,High_Value
CUST_011655,1,1,1049.38,1049.38,Standard
CUST_011657,1,6,835.02,835.02,Standard
CUST_011658,1,1,113.72,113.72,Standard
CUST_011662,1,1,172.465,172.465,Standard
CUST_011665,1,3,35.1936,35.1936,Standard
CUST_011668,2,3,907.8299999999999,453.91499999999996,Standard
CUST_011669,1,4,241.52,241.52,Standard
CUST_011670,3,8,4675.92,1558.64,High_Value
CUST_011671,1,2,79.12,79.12,Standard
CUST_011672,1,1,356.58,356.58,Standard
CUST_011673,2,4,218.59320000000002,109.29660000000001,Standard
CUST_011675,2,3,426.66999999999996,213.33499999999998,Standard
